kmer,hubness,count,k,community,count_fraction
CELL DEVELOPMENT,0.0009515820418911173,7,2,20,0.014227642276422764
KIDNEY DEVELOPMENT,0.005116407466685769,6,2,20,0.012195121951219513
TISSUE DEVELOPMENT,0.004675060649650959,6,2,20,0.012195121951219513
CELLULAR RESPONSE,0.002522415700894005,6,2,20,0.012195121951219513
SMOOTH MUSCLE,0.0020156068293754924,6,2,20,0.012195121951219513
CELL FATE,0.0016641778490445482,6,2,20,0.012195121951219513
FATE COMMITMENT,0.0016641778490445482,6,2,20,0.012195121951219513
RECEPTOR BINDING,0.001635632970103375,6,2,20,0.012195121951219513
BLOOD VESSEL,0.0015115519631819744,6,2,20,0.012195121951219513
STEM CELL,0.0014480945892859159,6,2,20,0.012195121951219513
SKELETAL MUSCLE,0.0011797099350706766,6,2,20,0.012195121951219513
BRANCHING INVOLVED,0.0030480850303002266,5,2,20,0.01016260162601626
MESODERM DEVELOPMENT,0.0012529306095230776,5,2,20,0.01016260162601626
RECEPTOR ACTIVITY,0.0008086192684143463,5,2,20,0.01016260162601626
EPITHELIAL TUBE,0.011297555771531105,4,2,20,0.008130081300813009
DIFFERENTIATION INVOLVED,0.0036792135440626454,4,2,20,0.008130081300813009
GLAND MORPHOGENESIS,0.003395949234306886,4,2,20,0.008130081300813009
PROSTATE GLAND,0.0032515623025501632,4,2,20,0.008130081300813009
CARTILAGE DEVELOPMENT,0.0029889445269104514,4,2,20,0.008130081300813009
REGULATION CELLULAR,0.002710553597193966,4,2,20,0.008130081300813009
SMAD BINDING,0.0018517975011169202,4,2,20,0.008130081300813009
VALVE DEVELOPMENT,0.0018476973436905345,4,2,20,0.008130081300813009
PROCESS INVOLVED,0.0016404948883192024,4,2,20,0.008130081300813009
WNT SIGNALING,0.0015902621098742781,4,2,20,0.008130081300813009
EXTRACELLULAR MATRIX,0.0014389434067481502,4,2,20,0.008130081300813009
ENDOTHELIAL CELL,0.0013601099885517014,4,2,20,0.008130081300813009
MUSCLE ADAPTATION,0.0009033042685805349,4,2,20,0.008130081300813009
RUNX3 REGULATES,0.0008742587221367735,4,2,20,0.008130081300813009
TISSUE REGENERATION,0.0005983107898269556,4,2,20,0.008130081300813009
EPITHELIUM DEVELOPMENT,0.0078863633678428,3,2,20,0.006097560975609756
MORPHOGENESIS EPITHELIAL,0.007839929374307903,3,2,20,0.006097560975609756
REGULATION KIDNEY,0.007369442887382012,3,2,20,0.006097560975609756
REGULATION MORPHOGENESIS,0.006543212706692906,3,2,20,0.006097560975609756
REGULATION EPITHELIAL,0.005223893746151408,3,2,20,0.006097560975609756
EMBRYONIC DEVELOPMENT,0.004925963371260083,3,2,20,0.006097560975609756
REGULATION EMBRYONIC,0.004925963371260083,3,2,20,0.006097560975609756
REGULATION VASCULATURE,0.004183381772438262,3,2,20,0.006097560975609756
REGULATION CELL,0.003956039399315021,3,2,20,0.006097560975609756
CELL POPULATION,0.0037817563705802464,3,2,20,0.006097560975609756
BIOMINERAL TISSUE,0.0036600598950842396,3,2,20,0.006097560975609756
REGULATION BIOMINERAL,0.0036600598950842396,3,2,20,0.006097560975609756
RESPONSE TRANSFORMING,0.003611662202034091,3,2,20,0.006097560975609756
REGULATION CARTILAGE,0.0035863093925264113,3,2,20,0.006097560975609756
STRIATED MUSCLE,0.0035479504171032957,3,2,20,0.006097560975609756
MESENCHYMAL CELL,0.0030998944019476667,3,2,20,0.006097560975609756
INVOLVED KIDNEY,0.0028633720459895263,3,2,20,0.006097560975609756
OTIC VESICLE,0.0020263850685718894,3,2,20,0.006097560975609756
MUSCLE HYPERTROPHY,0.0018527874746273722,3,2,20,0.006097560975609756
SIGNAL TRANSDUCTION,0.0018040405154684238,3,2,20,0.006097560975609756
NOTCH SIGNALING,0.0017477106688617739,3,2,20,0.006097560975609756
VESSEL MORPHOGENESIS,0.0016982603117393904,3,2,20,0.006097560975609756
SERINE THREONINE,0.0016508390064823273,3,2,20,0.006097560975609756
THREONINE KINASE,0.0016508390064823273,3,2,20,0.006097560975609756
REGULATION STEM,0.0016336204728497762,3,2,20,0.006097560975609756
PARAXIAL MESODERM,0.0015701500553212389,3,2,20,0.006097560975609756
INVOLVED DEVELOPMENT,0.0015140316610146145,3,2,20,0.006097560975609756
REGULATION APOPTOTIC,0.0014203839255350877,3,2,20,0.006097560975609756
FACTOR RECEPTOR,0.0014179493165273518,3,2,20,0.006097560975609756
RECEPTOR SIGNALING,0.0014179493165273518,3,2,20,0.006097560975609756
REGULATION EXTRACELLULAR,0.0014069039867129895,3,2,20,0.006097560975609756
DOMAIN REGULATES,0.0012591077622582335,3,2,20,0.006097560975609756
INTRACELLULAR DOMAIN,0.0012591077622582335,3,2,20,0.006097560975609756
REGULATES TRANSCRIPTION,0.0012591077622582335,3,2,20,0.006097560975609756
MIGRATION INVOLVED,0.0012399313058652295,3,2,20,0.006097560975609756
VASCULAR SMOOTH,0.001094511311375299,3,2,20,0.006097560975609756
REGULATION HAIR,0.0009137495772434384,3,2,20,0.006097560975609756
VASCULAR ENDOTHELIAL,0.0009033872717988615,3,2,20,0.006097560975609756
METABOLIC PROCESS,0.0008619159217376672,3,2,20,0.006097560975609756
GLAND EPITHELIAL,0.0007620526953629327,3,2,20,0.006097560975609756
DEPENDENT SIGNALING,0.0007311277715415003,3,2,20,0.006097560975609756
GONAD DEVELOPMENT,0.0006887013996383628,3,2,20,0.006097560975609756
REGULATION GONAD,0.0006887013996383628,3,2,20,0.006097560975609756
FIBER CELL,0.0005779235455677963,3,2,20,0.006097560975609756
LENS FIBER,0.0005779235455677963,3,2,20,0.006097560975609756
ACTININ BINDING,0.0005390353024968324,3,2,20,0.006097560975609756
GROWTH FACTOR BETA,0.0019968699220261283,11,3,20,0.022357723577235773
TRANSFORMING GROWTH FACTOR,0.0019968699220261283,11,3,20,0.022357723577235773
FACTOR BETA RECEPTOR,0.0014263463801454342,7,3,20,0.014227642276422764
CELL FATE COMMITMENT,0.0016641778490445482,6,3,20,0.012195121951219513
MUSCLE CELL DIFFERENTIATION,0.006195807706865763,5,3,20,0.01016260162601626
EPITHELIAL CELL DIFFERENTIATION,0.0029861436076563,5,3,20,0.01016260162601626
CELL DIFFERENTIATION INVOLVED,0.0036792135440626454,4,3,20,0.008130081300813009
REGULATION CELLULAR RESPONSE,0.002710553597193966,4,3,20,0.008130081300813009
SMOOTH MUSCLE CELL,0.0022882885464005505,4,3,20,0.008130081300813009
APOPTOTIC PROCESS INVOLVED,0.0016404948883192024,4,3,20,0.008130081300813009
MUSCLE TISSUE REGENERATION,0.0005983107898269556,4,3,20,0.008130081300813009
REGULATION KIDNEY DEVELOPMENT,0.007369442887382012,3,3,20,0.006097560975609756
MUSCLE TISSUE DEVELOPMENT,0.005690061404217679,3,3,20,0.006097560975609756
CARDIAC MUSCLE CELL,0.00501288315356484,3,3,20,0.006097560975609756
REGULATION EMBRYONIC DEVELOPMENT,0.004925963371260083,3,3,20,0.006097560975609756
REGULATION VASCULATURE DEVELOPMENT,0.004183381772438262,3,3,20,0.006097560975609756
POSITIVE REGULATION MUSCLE,0.003731076849086381,3,3,20,0.006097560975609756
BIOMINERAL TISSUE DEVELOPMENT,0.0036600598950842396,3,3,20,0.006097560975609756
REGULATION BIOMINERAL TISSUE,0.0036600598950842396,3,3,20,0.006097560975609756
RESPONSE TRANSFORMING GROWTH,0.003611662202034091,3,3,20,0.006097560975609756
REGULATION CARTILAGE DEVELOPMENT,0.0035863093925264113,3,3,20,0.006097560975609756
NEGATIVE REGULATION MUSCLE,0.0028866368066264476,3,3,20,0.006097560975609756
INVOLVED KIDNEY DEVELOPMENT,0.0028633720459895263,3,3,20,0.006097560975609756
BETA RECEPTOR BINDING,0.002167296436690046,3,3,20,0.006097560975609756
CARDIAC MUSCLE TISSUE,0.0018951255555960363,3,3,20,0.006097560975609756
BLOOD VESSEL MORPHOGENESIS,0.0016982603117393904,3,3,20,0.006097560975609756
SERINE THREONINE KINASE,0.0016508390064823273,3,3,20,0.006097560975609756
REGULATION STEM CELL,0.0016336204728497762,3,3,20,0.006097560975609756
PROCESS INVOLVED DEVELOPMENT,0.0015140316610146145,3,3,20,0.006097560975609756
REGULATION APOPTOTIC PROCESS,0.0014203839255350877,3,3,20,0.006097560975609756
FACTOR RECEPTOR SIGNALING,0.0014179493165273518,3,3,20,0.006097560975609756
GROWTH FACTOR RECEPTOR,0.0014179493165273518,3,3,20,0.006097560975609756
RECEPTOR SIGNALING PATHWAY,0.0014179493165273518,3,3,20,0.006097560975609756
REGULATION EXTRACELLULAR MATRIX,0.0014069039867129895,3,3,20,0.006097560975609756
DOMAIN REGULATES TRANSCRIPTION,0.0012591077622582335,3,3,20,0.006097560975609756
INTRACELLULAR DOMAIN REGULATES,0.0012591077622582335,3,3,20,0.006097560975609756
CELL MIGRATION INVOLVED,0.0012399313058652295,3,3,20,0.006097560975609756
VASCULAR SMOOTH MUSCLE,0.001094511311375299,3,3,20,0.006097560975609756
GLAND EPITHELIAL CELL,0.0007620526953629327,3,3,20,0.006097560975609756
MAMMARY GLAND EPITHELIAL,0.0007620526953629327,3,3,20,0.006097560975609756
REGULATION GONAD DEVELOPMENT,0.0006887013996383628,3,3,20,0.006097560975609756
LENS FIBER CELL,0.0005779235455677963,3,3,20,0.006097560975609756
REGULATION,0.017886530804428626,28,1,21,0.056910569105691054
CELL,0.01546093829438233,25,1,21,0.0508130081300813
BINDING,0.002203087843654085,18,1,21,0.036585365853658534
DEVELOPMENT,0.011273530007211851,14,1,21,0.028455284552845527
NEURON,0.010313900214489328,11,1,21,0.022357723577235773
AXON,0.006803364165778511,11,1,21,0.022357723577235773
ORGANIZATION,0.01608316520612808,10,1,21,0.02032520325203252
SIGNALING,0.0032980813558180825,10,1,21,0.02032520325203252
GROWTH,0.00799869100684155,9,1,21,0.018292682926829267
MIGRATION,0.0038781966156042347,9,1,21,0.018292682926829267
DIFFERENTIATION,0.015798404360049787,8,1,21,0.016260162601626018
RECEPTOR,0.002778450426356588,8,1,21,0.016260162601626018
ACTIVITY,0.0026367315511260157,8,1,21,0.016260162601626018
POSITIVE,0.020500276630923787,7,1,21,0.014227642276422764
NEGATIVE,0.018153393888804655,6,1,21,0.012195121951219513
MEDIATED,0.0029824409125146483,6,1,21,0.012195121951219513
ACTIVATE,0.0015005792135445036,6,1,21,0.012195121951219513
GTPASES,0.0015005792135445036,6,1,21,0.012195121951219513
RHO,0.0015005792135445036,6,1,21,0.012195121951219513
NERVE,0.001472122217366181,6,1,21,0.012195121951219513
NERVOUS,0.022689397534066475,5,1,21,0.01016260162601626
SYSTEM,0.022689397534066475,5,1,21,0.01016260162601626
PROJECTION,0.015188846580370887,5,1,21,0.01016260162601626
GUIDANCE,0.008432036877233684,5,1,21,0.01016260162601626
SEMAPHORIN,0.005569038946506636,5,1,21,0.01016260162601626
ACTIN,0.00505660760650201,5,1,21,0.01016260162601626
EPHRIN,0.003851255680213571,5,1,21,0.01016260162601626
INTERACTIONS,0.003302119839463131,5,1,21,0.01016260162601626
EXTENSION,0.014313546404138743,4,1,21,0.008130081300813009
ASSEMBLY,0.005428562647055531,4,1,21,0.008130081300813009
ADHESION,0.005272189916203857,4,1,21,0.008130081300813009
REPULSION,0.0031060102815413824,4,1,21,0.008130081300813009
PROTEIN,0.0015761011995751477,4,1,21,0.008130081300813009
FACTOR,0.0014265440071788292,4,1,21,0.008130081300813009
MORPHOGENESIS,0.04489689894690121,3,1,21,0.006097560975609756
CELLULAR,0.024719532244957904,3,1,21,0.006097560975609756
COMPONENT,0.024719532244957904,3,1,21,0.006097560975609756
SUBSTRATE,0.0064319478132599936,3,1,21,0.006097560975609756
FILAMENT,0.005667487760132668,3,1,21,0.006097560975609756
DEPENDENT,0.0049577167101673885,3,1,21,0.006097560975609756
SEMA3A,0.0037651447447073477,3,1,21,0.006097560975609756
GANGLION,0.002549795595390057,3,1,21,0.006097560975609756
MEMBRANE,0.002399829799314098,3,1,21,0.006097560975609756
SEMA4D,0.0019691751775744743,3,1,21,0.006097560975609756
NETRIN,0.0019195239603835678,3,1,21,0.006097560975609756
RESPONSE,0.0017825736845030612,3,1,21,0.006097560975609756
NTRK2,0.0015442510286807695,3,1,21,0.006097560975609756
SIGNALS,0.0015435244320485516,3,1,21,0.006097560975609756
RAC1,0.0013313028833908617,3,1,21,0.006097560975609756
REGION,0.0004673409079516972,3,1,21,0.006097560975609756
LOCALIZATION,0.0002587395439256213,3,1,21,0.006097560975609756
REGULATION CELL,0.02172610060037108,12,2,21,0.024390243902439025
POSITIVE REGULATION,0.020500276630923787,7,2,21,0.014227642276422764
NEGATIVE REGULATION,0.018153393888804655,6,2,21,0.012195121951219513
GTPASES ACTIVATE,0.0015005792135445036,6,2,21,0.012195121951219513
RHO GTPASES,0.0015005792135445036,6,2,21,0.012195121951219513
NERVOUS SYSTEM,0.022689397534066475,5,2,21,0.01016260162601626
CELL MIGRATION,0.0036792283242437795,5,2,21,0.01016260162601626
RECEPTOR ACTIVITY,0.002188492384203127,5,2,21,0.01016260162601626
AXON GUIDANCE,0.007322563037611054,4,2,21,0.008130081300813009
NERVE DEVELOPMENT,0.0011262038928000688,4,2,21,0.008130081300813009
REGULATION NERVOUS,0.0301713235196287,3,2,21,0.006097560975609756
SYSTEM DEVELOPMENT,0.0301713235196287,3,2,21,0.006097560975609756
CELLULAR COMPONENT,0.024719532244957904,3,2,21,0.006097560975609756
REGULATION CELLULAR,0.024719532244957904,3,2,21,0.006097560975609756
NEURON DIFFERENTIATION,0.018576315487460974,3,2,21,0.006097560975609756
CELL DIFFERENTIATION,0.018532848286096918,3,2,21,0.006097560975609756
CELL PROJECTION,0.016734789476802008,3,2,21,0.006097560975609756
ACTIN FILAMENT,0.005667487760132668,3,2,21,0.006097560975609756
GROWTH FACTOR,0.0017726087372634536,3,2,21,0.006097560975609756
RHO GTPASES ACTIVATE,0.0015005792135445036,6,3,21,0.012195121951219513
NERVOUS SYSTEM DEVELOPMENT,0.0301713235196287,3,3,21,0.006097560975609756
REGULATION NERVOUS SYSTEM,0.0301713235196287,3,3,21,0.006097560975609756
REGULATION CELLULAR COMPONENT,0.024719532244957904,3,3,21,0.006097560975609756
REGULATION CELL PROJECTION,0.016734789476802008,3,3,21,0.006097560975609756
BINDING,0.0061776674943980646,24,1,22,0.04878048780487805
COLLAGEN,0.026341198438934243,11,1,22,0.022357723577235773
MATRIX,0.02355186491550823,10,1,22,0.02032520325203252
EXTRACELLULAR,0.032645755302775414,7,1,22,0.014227642276422764
CELL,0.012560200442737961,7,1,22,0.014227642276422764
GROWTH,0.004464843452143076,7,1,22,0.014227642276422764
INTERACTIONS,0.020802047192119005,6,1,22,0.012195121951219513
FACTOR,0.003839499742196186,6,1,22,0.012195121951219513
MORPHOGENESIS,0.010436313741700318,5,1,22,0.01016260162601626
ACTIVITY,0.0020011077173279768,5,1,22,0.01016260162601626
FORMATION,0.020947783968182747,4,1,22,0.008130081300813009
BONE,0.010991165749169295,4,1,22,0.008130081300813009
ENDOCHONDRAL,0.010991165749169295,4,1,22,0.008130081300813009
INVOLVED,0.008370145827013462,4,1,22,0.008130081300813009
ADHESION,0.0055258759164168066,4,1,22,0.008130081300813009
PROTEIN,0.004751893327932034,4,1,22,0.008130081300813009
ECM,0.034629935976057714,3,1,22,0.006097560975609756
INTEGRIN,0.03212862811335203,3,1,22,0.006097560975609756
CONSTITUENT,0.03018288814168397,3,1,22,0.006097560975609756
STRUCTURAL,0.0301158512082817,3,1,22,0.006097560975609756
ASSEMBLY,0.017289148649731183,3,1,22,0.006097560975609756
CONFERRING,0.016682876717321993,3,1,22,0.006097560975609756
MET,0.012272757666947633,3,1,22,0.006097560975609756
ELASTIC,0.007277412616898682,3,1,22,0.006097560975609756
INSULIN,0.0016193446467710206,3,1,22,0.006097560975609756
LIKE,0.0016193446467710206,3,1,22,0.006097560975609756
EXTRACELLULAR MATRIX,0.032645755302775414,7,2,22,0.014227642276422764
GROWTH FACTOR,0.003839499742196186,6,2,22,0.012195121951219513
FACTOR BINDING,0.004561812940156123,5,2,22,0.01016260162601626
BONE MORPHOGENESIS,0.010991165749169295,4,2,22,0.008130081300813009
ENDOCHONDRAL BONE,0.010991165749169295,4,2,22,0.008130081300813009
INVOLVED ENDOCHONDRAL,0.01036205857770501,3,2,22,0.006097560975609756
INSULIN LIKE,0.0016193446467710206,3,2,22,0.006097560975609756
LIKE GROWTH,0.0016193446467710206,3,2,22,0.006097560975609756
GROWTH FACTOR BINDING,0.004561812940156123,5,3,22,0.01016260162601626
ENDOCHONDRAL BONE MORPHOGENESIS,0.010991165749169295,4,3,22,0.008130081300813009
INVOLVED ENDOCHONDRAL BONE,0.01036205857770501,3,3,22,0.006097560975609756
INSULIN LIKE GROWTH,0.0016193446467710206,3,3,22,0.006097560975609756
LIKE GROWTH FACTOR,0.0016193446467710206,3,3,22,0.006097560975609756
CELL,0.03627204384866141,30,1,23,0.06097560975609756
BINDING,0.006537266623034338,16,1,23,0.032520325203252036
ADHESION,0.018640277714462965,12,1,23,0.024390243902439025
JUNCTION,0.05917110970629506,8,1,23,0.016260162601626018
PROTEIN,0.008314468497881243,6,1,23,0.012195121951219513
MEMBRANE,0.02114212707583115,5,1,23,0.01016260162601626
PLASMA,0.02114212707583115,5,1,23,0.01016260162601626
MOLECULES,0.025880771012225863,4,1,23,0.008130081300813009
VIA,0.025880771012225863,4,1,23,0.008130081300813009
PHOSPHATASE,0.004312618546572899,4,1,23,0.008130081300813009
ORGANIZATION,0.09434943291892833,3,1,23,0.006097560975609756
INTERACTIONS,0.039034259630455724,3,1,23,0.006097560975609756
CALCIUM,0.026766478836904754,3,1,23,0.006097560975609756
ACTIVITY,0.00815212598046181,3,1,23,0.006097560975609756
CATENIN,0.0042452411723762394,3,1,23,0.006097560975609756
MEDIATED,0.003282569661891896,3,1,23,0.006097560975609756
FILAMENT,0.00093237416753905,3,1,23,0.006097560975609756
CELL ADHESION,0.017773976288016514,11,2,23,0.022357723577235773
CELL CELL,0.04233283818738661,9,2,23,0.018292682926829267
CELL JUNCTION,0.06984789132596397,5,2,23,0.01016260162601626
PLASMA MEMBRANE,0.02114212707583115,5,2,23,0.01016260162601626
ADHESION MOLECULES,0.025880771012225863,4,2,23,0.008130081300813009
ADHESION VIA,0.025880771012225863,4,2,23,0.008130081300813009
VIA PLASMA,0.025880771012225863,4,2,23,0.008130081300813009
JUNCTION ORGANIZATION,0.09434943291892833,3,2,23,0.006097560975609756
MEMBRANE CELL,0.025117830214509845,3,2,23,0.006097560975609756
CATENIN BINDING,0.0042452411723762394,3,2,23,0.006097560975609756
PROTEIN PHOSPHATASE,0.003368805188503868,3,2,23,0.006097560975609756
CELL CELL ADHESION,0.01434224657487704,6,3,23,0.012195121951219513
ADHESION VIA PLASMA,0.025880771012225863,4,3,23,0.008130081300813009
CELL ADHESION VIA,0.025880771012225863,4,3,23,0.008130081300813009
VIA PLASMA MEMBRANE,0.025880771012225863,4,3,23,0.008130081300813009
CELL JUNCTION ORGANIZATION,0.09434943291892833,3,3,23,0.006097560975609756
CELL ADHESION MOLECULES,0.025117830214509845,3,3,23,0.006097560975609756
MEMBRANE CELL ADHESION,0.025117830214509845,3,3,23,0.006097560975609756
PLASMA MEMBRANE CELL,0.025117830214509845,3,3,23,0.006097560975609756
REGULATION,0.012686876420575302,10,1,24,0.02032520325203252
COMPLEMENT,0.009321687314997572,10,1,24,0.02032520325203252
BINDING,0.011512700925785064,8,1,24,0.016260162601626018
CELL,0.01984392756428262,7,1,24,0.014227642276422764
ACTIVATION,0.014696601744248883,6,1,24,0.012195121951219513
RESPONSE,0.0127400049298034,6,1,24,0.012195121951219513
PATHWAY,0.006577035290203103,6,1,24,0.012195121951219513
MEDIATED,0.03195523252750601,5,1,24,0.01016260162601626
FORMATION,0.009395329739247992,5,1,24,0.01016260162601626
CLOT,0.0005552638620712574,5,1,24,0.01016260162601626
FIBRIN,0.0005552638620712574,5,1,24,0.01016260162601626
RECEPTOR,0.02533365808743453,4,1,24,0.008130081300813009
PHAGOCYTOSIS,0.04176942211736168,3,1,24,0.006097560975609756
IMMUNE,0.03392659876745863,3,1,24,0.006097560975609756
ANTIGEN,0.024561620374106138,3,1,24,0.006097560975609756
CASCADE,0.014477446896458884,3,1,24,0.006097560975609756
COAGULATION,0.0018073994728930386,3,1,24,0.006097560975609756
WOUNDING,0.0010505510071998128,3,1,24,0.006097560975609756
POSITIVE,0.0006597670925798086,3,1,24,0.006097560975609756
FIBRIN CLOT,0.0005552638620712574,5,2,24,0.01016260162601626
REGULATION RESPONSE,0.0010505510071998128,3,2,24,0.006097560975609756
RESPONSE WOUNDING,0.0010505510071998128,3,2,24,0.006097560975609756
POSITIVE REGULATION,0.0006597670925798086,3,2,24,0.006097560975609756
CLOT FORMATION,0.0004722164965290406,3,2,24,0.006097560975609756
PATHWAY FIBRIN,0.0004722164965290406,3,2,24,0.006097560975609756
REGULATION RESPONSE WOUNDING,0.0010505510071998128,3,3,24,0.006097560975609756
FIBRIN CLOT FORMATION,0.0004722164965290406,3,3,24,0.006097560975609756
PATHWAY FIBRIN CLOT,0.0004722164965290406,3,3,24,0.006097560975609756
SIGNALING,0.009221226845155072,28,1,25,0.056910569105691054
MEDIATED,0.009532576362810682,21,1,25,0.042682926829268296
ACTIVATION,0.008172795511959905,17,1,25,0.034552845528455285
RECEPTOR,0.020253135156703773,13,1,25,0.026422764227642278
COMPLEX,0.008737198676408693,12,1,25,0.024390243902439025
KINASE,0.004340185662412151,10,1,25,0.02032520325203252
ACTIVITY,0.0039264399184525895,10,1,25,0.02032520325203252
LIKE,0.029044458968133312,8,1,25,0.016260162601626018
PATHWAY,0.008660326100399273,8,1,25,0.016260162601626018
BETA,0.004927338961610718,8,1,25,0.016260162601626018
REGULATION,0.004712692542760471,8,1,25,0.016260162601626018
PROTEIN,0.0036436371233956955,7,1,25,0.014227642276422764
TOLL,0.03607118563323052,6,1,25,0.012195121951219513
TAK1,0.013230377100161514,6,1,25,0.012195121951219513
ACTIVATED,0.0077586635547552026,6,1,25,0.012195121951219513
DOWNREGULATION,0.003938717281225603,6,1,25,0.012195121951219513
CASCADE,0.03867870814188534,5,1,25,0.01016260162601626
PHOSPHORYLATION,0.008552450025032254,5,1,25,0.01016260162601626
DOMAIN,0.007256702768736982,5,1,25,0.01016260162601626
BINDING,0.004950770206993068,5,1,25,0.01016260162601626
NOTCH1,0.004551069810521108,5,1,25,0.01016260162601626
TGF,0.004102485057074824,5,1,25,0.01016260162601626
NUCLEUS,0.003699442171175903,5,1,25,0.01016260162601626
RESPONSE,0.001011981364668665,5,1,25,0.01016260162601626
TICAM1,0.018305198649402513,4,1,25,0.008130081300813009
IKK,0.010313531853920208,4,1,25,0.008130081300813009
INDUCTION,0.009866551332206784,4,1,25,0.008130081300813009
DEPENDENT,0.009620538158179726,4,1,25,0.008130081300813009
TRAF6,0.008934906032031996,4,1,25,0.008130081300813009
NF,0.006656779030561578,4,1,25,0.008130081300813009
TRANSCRIPTION,0.006524052538671207,4,1,25,0.008130081300813009
SIGNAL,0.003297837053386377,4,1,25,0.008130081300813009
TLR4,0.03702828658427536,3,1,25,0.006097560975609756
MYD88,0.023332531818587948,3,1,25,0.006097560975609756
NUCLEAR,0.009646263560669416,3,1,25,0.006097560975609756
KB,0.008543478982627488,3,1,25,0.006097560975609756
MAP,0.00816270083237078,3,1,25,0.006097560975609756
IRF7,0.007559740272101685,3,1,25,0.006097560975609756
SIGNALS,0.007411987685752096,3,1,25,0.006097560975609756
P75NTR,0.0059745091035020145,3,1,25,0.006097560975609756
DNA,0.005554329833965172,3,1,25,0.006097560975609756
SMAD2,0.004240091422347425,3,1,25,0.006097560975609756
REGULATES,0.004216605281536302,3,1,25,0.006097560975609756
ENTRY,0.004140678758006665,3,1,25,0.006097560975609756
HOST,0.004140678758006665,3,1,25,0.006097560975609756
LISTERIA,0.004140678758006665,3,1,25,0.006097560975609756
MONOCYTOGENES,0.004140678758006665,3,1,25,0.006097560975609756
DEGRADATION,0.003995850196632219,3,1,25,0.006097560975609756
GLYCOGEN,0.003756470094951168,3,1,25,0.006097560975609756
TRANSMISSION,0.0029999172504146733,3,1,25,0.006097560975609756
NOTCH3,0.0028816667122594855,3,1,25,0.006097560975609756
LIKE RECEPTOR,0.03250630696263034,7,2,25,0.014227642276422764
RECEPTOR SIGNALING,0.00732799256131536,7,2,25,0.014227642276422764
TOLL LIKE,0.03607118563323052,6,2,25,0.012195121951219513
SIGNALING PATHWAY,0.010854079130922394,6,2,25,0.012195121951219513
KINASE ACTIVITY,0.0038387243264951534,6,2,25,0.012195121951219513
TGF BETA,0.004102485057074824,5,2,25,0.01016260162601626
BETA RECEPTOR,0.004040822884847769,4,2,25,0.008130081300813009
SIGNAL NUCLEUS,0.003297837053386377,4,2,25,0.008130081300813009
IKK COMPLEX,0.01108230458102119,3,2,25,0.006097560975609756
MEDIATED INDUCTION,0.010333505425017134,3,2,25,0.006097560975609756
TAK1 COMPLEX,0.00925458857802648,3,2,25,0.006097560975609756
TRAF6 MEDIATED,0.00909131169145075,3,2,25,0.006097560975609756
NF KB,0.008543478982627488,3,2,25,0.006097560975609756
SIGNALING NOTCH1,0.004735535410190039,3,2,25,0.006097560975609756
LISTERIA MONOCYTOGENES,0.004140678758006665,3,2,25,0.006097560975609756
ACTIVATION TRANSMISSION,0.0029999172504146733,3,2,25,0.006097560975609756
TRANSMISSION SIGNAL,0.0029999172504146733,3,2,25,0.006097560975609756
TOLL LIKE RECEPTOR,0.03607118563323052,6,3,25,0.012195121951219513
TGF BETA RECEPTOR,0.004040822884847769,4,3,25,0.008130081300813009
LIKE RECEPTOR SIGNALING,0.012222113657348663,3,3,25,0.006097560975609756
RECEPTOR SIGNALING PATHWAY,0.012222113657348663,3,3,25,0.006097560975609756
BETA RECEPTOR SIGNALING,0.0038590587248069296,3,3,25,0.006097560975609756
ACTIVATION TRANSMISSION SIGNAL,0.0029999172504146733,3,3,25,0.006097560975609756
TRANSMISSION SIGNAL NUCLEUS,0.0029999172504146733,3,3,25,0.006097560975609756
BINDING,0.006619020613357681,82,1,26,0.16666666666666666
TRANSCRIPTION,0.005272558510877967,50,1,26,0.1016260162601626
REGULATION,0.003513537524471397,34,1,26,0.06910569105691057
RECEPTOR,0.009047883282009726,28,1,26,0.056910569105691054
DNA,0.007285841049365468,25,1,26,0.0508130081300813
RESPONSE,0.00604420358186077,23,1,26,0.046747967479674794
ACTIVITY,0.006178952098104581,21,1,26,0.042682926829268296
REGULATES,0.0007492816582505778,18,1,26,0.036585365853658534
FACTOR,0.008876283473069001,15,1,26,0.03048780487804878
POLYMERASE,0.0054062733168601254,13,1,26,0.026422764227642278
RNA,0.0054062733168601254,13,1,26,0.026422764227642278
CELL,0.0008095892508383565,13,1,26,0.026422764227642278
SIGNALING,0.007144136742558209,12,1,26,0.024390243902439025
SPECIFIC,0.009972349976701093,11,1,26,0.022357723577235773
EXPRESSION,0.0012281948229518637,11,1,26,0.022357723577235773
HORMONE,0.017842433006809606,10,1,26,0.02032520325203252
PATHWAY,0.009719041600114045,10,1,26,0.02032520325203252
GENE,0.0015434252492669937,10,1,26,0.02032520325203252
GENES,0.0008256687551444584,10,1,26,0.02032520325203252
II,0.007595824415626041,9,1,26,0.018292682926829267
MEDIATED,0.003775842739062638,9,1,26,0.018292682926829267
DIFFERENTIATION,0.0013782418223526895,9,1,26,0.018292682926829267
DEVELOPMENT,0.0010776461100702843,9,1,26,0.018292682926829267
CELLULAR,0.011103278879428842,8,1,26,0.016260162601626018
PROTEIN,0.0011411617708752832,8,1,26,0.016260162601626018
FACTORS,0.0009764681664055964,8,1,26,0.016260162601626018
RUNX1,0.0008437423768070332,8,1,26,0.016260162601626018
